"","RouteID","Totalab","p312_400m","p316_1km","p437_8km","p484_5km","p485_4km","p488_8km","p489_400m","p490_4km","p491_20km","p492_8km","p493_1km","p495_8km","p498_400m","p556_400m","p558_400m","p557_400m","pSHV_20km","pDSD_8km","pISNV_400m","evd20km","lvd400m","pwm20km","pwt20km"
"111",33023,105,0.0172534390300769,0,0.000418215557857733,2.09764539304631e-06,0.101088402990403,0.00198473154743341,0.111972487759384,0.267762282400545,0.158517847059173,0,0.0251117508015633,0,0.000845185357892283,0.05808463511308,0.00719864770342737,0.0282699930053626,0.0378287811691978,0.728370190072997,0.00722779202611331,111.360767188905,125.594364358807,313.100569482826,1565.50284741413
"112",33025,105,0.00681381398870188,0,0.00126324719480915,0,0.00374716843259043,0.00231308116992862,0.104565837749694,0.0152312751187431,0.461610622394446,0,0.00908968241312055,0,0.000902684759187001,0,0.000174713179197484,0,0.0889761436888211,0.804461794394258,0.000174713179197484,118.445509064137,117.549701617576,370.129928380472,1850.64964190236
"113",33027,0,0,0,0,0,0.00649254596554633,0.00068069667390635,0.0292511600481965,0.17837310550787,0.14394259461941,0,0.000695817768988501,0,0.00492219345245725,0.283872125515933,0.00774220011792755,0.0198938652036814,0.0136369382466342,0.432695076183106,0.00774220011792755,124.083369819146,126.087907915545,245.053188360543,1225.26594180272
"114",33029,0,0.0323786142935079,0,0,0,0,0,0,0,0,0,0,0,0,0.0265139116202946,0,0.0125750136388434,0.129276765812352,0,0,130.000720135911,140.392365248641,724.011881772863,3620.05940886432
"115",33119,234,0.00110320801277399,0,0,0,0,0,0,0,0.205425677965529,0,0,0,0,0.00226447960516766,0,0.00760632893017855,0.168333980821817,0.248321358589157,0,140.972807549539,125.285487679588,742.955176334375,3714.77588167187
"116",33124,12,2.86270468338486e-05,0,0,0,0.0236068588859357,0,0.143306996450246,0.0754522311565679,0.000234242249213915,0,0,0,0.0456028856063209,0.305078438108325,0.115910912630253,0.0772930264513913,0.00420796744109036,0.544766697781711,0.115910912630253,121.66533680279,120.511633546766,211.55044615954,1057.7522307977
"117",33128,124,0.000851353652307168,0,0,0,0,0,0,0.284113266899205,0.161890198630721,0,0,0,0,0.441341733356036,0,0.00422838980645894,0.0897187196896217,0.403955845280232,0,119.011464510253,119.960988627037,323.808426653736,1619.04213326868
"118",33202,0,0.0510532706826461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141491734998736,0,0,125.04381073005,129.715279827475,956.283414750428,4781.41707375214
"119",33204,0,0.00699424524125719,0,0,0,0,0,0,0,0,0,0,0,0,0.773616644532979,0.0120407259849491,0,0.0255747801150907,0.146732503531287,0.0120407259849491,128.306365578145,133.375546566985,445.579649658762,2227.89824829381
"120",33208,0,0.00480415983722376,0,0,0,0,0,0,0.000127629160710639,0.00869811301110879,0,0,0,0,0,0,0.000423896456225626,0.176241374055772,0.0200395601877593,0,124.927885145441,113.071267014181,700.775030618129,3503.87515309065
"121",33209,14,0.0108746463279616,0,0,0,0,0,0,0.00241155942730482,0.0570565803445125,0,0,0,0,2.46032722352073e-05,0,0.00105794070611391,0.12443336755176,0.0916009666233606,0,109.209081502,107.115385525945,365.99404582528,1829.9702291264
"122",33211,90,0,0,0,0,0,0,0,0.592219354073819,0.080738389911781,0,0,0,0,0.00401084949215143,0.0113111726685134,0.0582006001846722,0.00806184198074368,0.919375090200606,0.0120036934441367,112.576482247067,121.12030036654,409.706185891642,2048.53092945821
"123",33212,0,0.00898825908656817,0,0,0,0,0,0,0.00039144503196275,0.00535278803704314,0,0,0,0,0.00249985955845177,0,0.00514016066513117,0.21678938577713,0.000723187053903638,0,136.556850876041,119.371817086536,760.051447872468,3800.25723936234
"124",33213,0,0.000702661682453132,0,0,0,0,0,0,0,0.176357802473,0,0,0,0,0,0,0,0.0821686477063826,0.153067071688637,0,119.918185046393,117.803559529017,541.700423647251,2708.50211823625
"125",33214,92,2.88051618850098e-05,0,0,0,0,0,0,0.633947069481379,0.383390972483635,0,0,0,0,0.0595690747782003,0,0.0439566770365249,0.0553262463961773,0.757579876547158,0,124.22655432307,118.340519643992,296.04181754037,1480.20908770185
"126",33217,49,0.020066889632107,0,0.000283373263202239,0,0.0275706214689266,0.000213666471184576,0.0252042892114609,0.316558303232379,0.162331152564082,0,0.00927002126151666,0,0.000206875150846464,0.0179291797400269,0.0387201324000965,0.000655104644347137,0.0405550664979984,0.664199652375259,0.0388925283591353,112.972655296343,116.422085778643,313.74241840443,1568.71209202215
"127",33218,25,0.0345197690946538,0,0,0,0,0,0.0585675746236185,0.0303189858183522,0.156198000022701,0,0,0,0,0.000812229861050677,0,0.0237867316450555,0.160747324093938,0.237101347635457,0,121.580764497585,121.218372491707,604.087015480868,3020.43507740434
"128",33219,76,0.000122051688890245,0,0,0,0,0,0.181216245079791,0.234318734017199,0.125227319952739,0,0.000257658911133442,0,0,0.257498550636194,0.0463796417782931,0.154486925212828,0.0315419231836776,0.622669586240348,0.0463796417782931,117.159338357785,115.151793565133,245.363850205809,1226.81925102904
"129",33220,145,0,0,0,0,0,0,0.514353222345944,0.18395405843514,0.00138891637404141,0,5.39234718088089e-05,0,0.00298742565383884,0.0369897612775318,0.0347627712446702,0.0249314250020369,0.00323518568602574,0.628320473732293,0.0347627712446702,115.200622554213,119.812812448532,211.797893103401,1058.98946551701
"130",33221,0,0,0,0,0,0.00139502441292723,0,0,0.15942690582451,9.700487429451e-05,0,0,0,0.00263414075473859,0.785689744030235,0.000601271259233809,0.129616904311974,0.00709738968701898,0.410689365908219,0.000601271259233809,115.877760637121,111.044116380395,110.00050705716,550.002535285799
"131",33223,134,0.0226656069284951,0,0.00145713920576358,0,0,0.00493635765362368,0.017951599199715,0.249077648618879,0.158211316433629,0,0.0565492341599017,0,0.000137035108394771,0.0049606709238907,0.00134294406226875,0.00345328473154822,0.0479551524206301,0.601204886910471,0.00139775810562666,104.322961515234,111.706640453454,362.942863213148,1814.71431606574
"132",33226,205,0,0,0.000166428199402535,0,0.0164865165739852,0.0491645663587545,0.214124088610777,0.0808369425198395,0.238664852087959,0,0.00187726788841703,0,0.000195547112886555,0.0818224990921027,0.0178227225745174,0.0292482610274604,0.0288141024432724,0.622858134926574,0.0179623990837221,115.505766963339,118.690291279475,284.960522236478,1424.80261118239
"133",33227,76,2.81571167112488e-05,0,0,0,0.000225692998412089,0.00079540370288831,0.14362945234408,0.0589622958351581,0.294534113872938,0,0,0,2.81571167112488e-05,0.528959594537519,0.0817964240461777,0.097226524003942,0.0127300402302914,0.520310018062292,0.0817964240461777,120.026610488377,125.617389958866,342.864083132691,1714.32041566346
"134",33901,177,0,0,0,0,0.00123490788920615,0,0,0.742472424738742,3.31584776279751e-06,0,0.0195241930217879,0,0.0552147239263804,0.0829437042242102,0.0081349152725602,0.0115402286424691,0.000757671213799232,0.808011160423575,0.0081349152725602,113.299831200571,119.43415677217,117.298854882041,586.494274410207
"135",33902,274,0,0,0,0,3.99910420065905e-05,5.11677329453682e-06,0.0492933039294306,0.837032504718943,0.101965203174101,0,0,0,0.000801924619085806,0,0.000801924619085806,0,0.0531113025950607,0.918167444700473,0.000801924619085806,113.29474618963,112.289674151968,141.220409669524,706.102048347618
"136",33903,168,0,0,0,0,1.98249176557884e-05,0,0,0.685166146970611,0.100511079617404,0,0.000118570513884607,0,0.0446141956961122,0.00630127214362145,0.0251753655926763,0,0.0824182186697586,0.81675137889481,0.0252050885744858,116.534375895281,120.884846053509,143.430471432979,717.152357164893
"137",33904,308,0,0,0,0,0.000374495029308884,0,0,0.837697572687892,0.0145914953484928,0,0,0,0.0837233340032731,0,0.000401963880674151,0,0.0479278578833286,0.938995530495431,0.000401963880674151,110.947145122643,116.684958024612,113.207934555516,566.03967277758
"138",33905,252,0,0,0,0,5.73544129919216e-06,0,0,0.913813523597039,0.0024146963305183,0,0.000191624722144153,0,0.00547770700636943,0,0.0122929936305732,0,0.000237979270419018,0.922893284017806,0.0122929936305732,114.824815289684,117.343639885163,121.416380070218,607.081900351089
"139",33906,0,0.0318645404857159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00084521327548318,0.0388825387276282,0,0,124.834334763469,134.879204150011,890.258423569604,4451.29211784802
"140",33907,0,0.0745419479267117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206262727716705,0,0,128.611038144025,134.558491231879,781.418571262859,3907.0928563143
"141",53001,0,0.033314115258316,0,0,0,0,0,0,0,0,0,0,0,0,0.000125335271852205,0,0.000175469380593087,0.177734715798944,0,0,116.684214389014,121.228329000559,354.448450633532,1772.24225316766
"142",53002,0,0.00765116814657489,0,0,0,0,0,0,0,0,0,0,0,0,0.137746615829474,0,0.205583561503621,0.216932174644984,0,0,121.976458046305,136.565744198281,286.057282359238,1430.28641179619
"143",53007,7,0,0,0,0,0,0,0,0.280705429703567,0,0,0,0,0,0.0501649257833975,0,0.0777899945024739,0.553022667340637,0.256164197075923,0.0231995601979109,116.839669162444,138.045364028359,166.01530052492,830.076502624602
"144",53008,0,0,0,0,0.000343425144894541,0,0,0,0.0704902107308325,0,0,0,0,0,0.315048660822006,0,0.0524678945816242,0.542522026319482,0.0693118913984498,0.0169977747392691,120.134586204438,139.494714434074,124.956886051772,624.784430258859
"145",53009,107,0,0,0,0,0,0,0,0.359304641496363,0,0,0,0,0,0.317083478347338,0,0,0.278892789486049,0.40947178417454,0.170511609406851,131.361365753856,144.96123913966,136.930139528555,684.650697642774
"146",53012,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480380567968863,0,0,0.40270912633269,0,0,139.261531278229,148.834876285115,127.871747793284,639.358738966418
"147",53013,0,0.032017703577131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103084120003361,0.0719184196349149,0,0,117.528763741734,120.631016498772,710.969514301234,3554.84757150617
"148",53015,0,0.038185873605948,0,0,0,0,0,0,0,0,0,0,0,0,0.000684014869888476,0,0.0126988847583643,0.170254170750425,0,0,122.074462048546,118.292519675362,880.600107747694,4403.00053873847
"149",53016,0,0.0107660799291487,0,0,0,0,0,0,0.00369213744965872,0.0132290166653021,0,0,1.57542339503742e-05,0,0.0242997896601351,0,0.0421786781800066,0.743717802382684,0.0256066894901082,0.015637108380383,119.821869579505,119.533782548333,193.731902275234,968.659511376171
"150",53017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590072799470549,0,0,0.227570941722467,0,0.00447385837193911,129.698382195051,122.638977101875,151.425001790103,757.125008950516
"151",53018,0,0,0,0,0,0,0,0,0.00547052625741696,0.000382440971067509,0,0,0,0,0.262369632110666,0,0.012444517060153,0.442494029083653,0.00499953526184395,0.0425346513084443,130.324537184779,128.054296324356,236.209723270264,1181.04861635132
"152",53019,82,0,0,0,0,0,0,0,0.248504957753,0,0,0,0,0,0.13395766587256,0,0,0.372113626014599,0.261645263104387,0.10824502313864,124.844676934693,135.011900669847,159.820474821347,799.102374106735
"153",53025,0,0.0367568845290155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202990190284836,0.146550333891739,0,0,119.112291039744,119.057908113692,594.071911392651,2970.35955696326
"154",53026,0,0.00815209306477046,0,0,0,0,0,0,0,8.32478874818256e-05,0,0,0,0,0.00794382791348071,0,0.0389455832911844,0.140251260257623,0,0,119.264297385846,114.126916258091,426.128438740207,2130.64219370104
"155",53027,0,0.00401838716551493,0,0,0,0,0,0,0.00847530202491798,0.194250728951066,0,0,0.000230018024804283,0,0.00295290572011325,0,0.149989345185546,0.144808206553761,0.273227785101289,0,114.148889217222,113.485977248914,267.45275641246,1337.2637820623
"156",53028,109,0,0,0,0,0,0,0,0.169387952209788,0.230831602648927,0,0,0.00084170472019147,0,0.156048656596712,0,0.136211736398877,0.358046702857815,0.315818802657549,0,108.883558676186,113.535415449521,135.519102672565,677.595513362827
"157",53036,0,0.00380713969073509,0,0,0,0,0,0,0,0.0162911947337123,0,0,0.000114356462817377,0,0.0685285144332316,0,0.0318652376854677,0.152301728889706,0.0446493373424168,0,106.42355021041,103.935726965202,500.556365756466,2502.78182878233
"158",53039,0,0.0236037698912101,0,0,0,0,0,0,0.00330112546984846,0.0883202128629883,0,0,7.00532404627517e-05,0,0,0,0.177112173840087,0.194209956880148,0.0991303390576838,0,115.695078142667,116.686264114382,374.822287249087,1874.11143624543
"159",53040,0,0,0,0,0,0,0,0,0.135612255545365,0.00135273242784536,0,0,0,0,0.0266133094531818,0,0.049644596182907,0.46179504767026,0.136510184959754,0.00777970560250742,113.296477140442,120.800627316923,161.34326162681,806.716308134052
"160",53041,0,0,0,0,0.000205973740859915,0,0,0,0.427127852799495,0.0210740270462084,0,0,1.95907049639832e-05,0,0.328235122093873,0,0.0325778622605644,0.157220771153286,0.397876668977365,0,114.458335685726,124.143365982025,155.886364669971,779.431823349857
"161",53046,398,0.000259815242494226,0,0,0,0,0,0,2.6754206430106e-06,0.522236881335719,0,0,0.000293109749698748,0,0.000144341801385681,0,0.00106812933025404,0.245352564102564,0.550802674415379,0,122.506772536442,125.136202886543,357.459640721966,1787.29820360983
"162",53063,0,0.035005291005291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104020891392826,0,0,114.216147535852,117.911115734208,667.719528964786,3338.59764482393
"163",53064,0,0.0144554207827935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177141428035513,0.154401792319373,0,0,119.537575310155,118.206298521424,514.069037746163,2570.34518873081
"164",53074,0,0.000280104198761939,0,0,0,0,0,0,0,0,0,0,0,0,0.319234755328982,0,0.494355900394947,0.289168358401953,0,0,122.401956187618,131.467848089071,328.3604847834,1641.802423917
"165",53086,0,0.019180068547324,0,0,0,0,0,0,0,0,0,0,0,0,0.00108752965989982,0,0.00863432639071975,0.17559085486874,0,0,118.361460659405,113.678300863187,655.724972455126,3278.62486227563
"166",53087,25,4.39299756188635e-05,0,0,0,0,0,0,0.00187450857052996,0.1303584965185,0,0,0.000238303357279444,0,0,0,0.0497946273639818,0.0653545567498628,0.0939551989688315,0,126.070624736674,103.917287894778,381.093126835397,1905.46563417699
"167",53097,96,0,0,0,0,0,0,0,0,0.682158007087967,0,0,0.00175792329931857,0,0.0771696044530657,0,0.0947963228472632,0.0921361723649157,0.65946045697804,0,117.431754875626,120.999690342565,211.313891715625,1056.56945857812
"168",53103,0,0.0507446221731936,0,0,0,0,0,0,2.6757935552296e-05,0,0,0,0,0,0.0370806799378228,0,0.0090257233114376,0.787643643562251,3.4615251479802e-05,0.00912600912600913,115.152062105368,126.02467828161,355.461182262135,1777.30591131067
"169",53137,22,0,0,0,0,0,0,0,0.0489219178213,0.263198629961143,0,0,0.0025501737960909,0,0.142302779049869,0,0.303622646966666,0.267498123596473,0.263250860246983,0,116.680743066011,121.895015334761,108.066193501849,540.330967509246
"170",53800,0,0.0122514103367713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243318707618668,0.106556377403639,0,0,117.211237482969,132.849350056855,738.153037871243,3690.76518935622
"171",53901,0,0.0038971807628524,0,0,0,0,0,0,0,0,0,0,0,0,0.00899668325041459,0,0.281177446102819,0.42564502146713,0,0,126.565345646498,116.051169151207,477.561817952615,2387.80908976307
"172",53902,0,0.0252128852389466,0,0,0,0,0,0,0,0,0,0,0,0,0.0519106639595139,0,0.106366859601806,0.327194756870487,0,0,118.692843204757,114.273158683574,347.265540577729,1736.32770288864
"173",53903,0,0.0216864786615072,0,0,0,0,0,0,1.30571314787854e-05,0.00115983213267196,0,0,0,0,0,0,0.00868572701205423,0.242957377647425,0.0186352133941039,0,118.432231966397,112.778867419962,312.814300323582,1564.07150161791
"174",53907,64,0,0,0,0.0474730539858216,0.000665170034089964,0,0,0.217875940749475,0.164957644048723,0,0,0.00381948819973303,0,0,0,0,0.0901589768590982,0.498561976632538,0,113.015620824078,116.592904462964,160.350698399719,801.753491998593
"175",54039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728166120704014,0,0,0.911632333872905,0,0.000832824385097996,127.14498584819,135.003957688547,152.290100540312,761.450502701562
"176",54040,0,0,0,0,0,0.00011278764287581,0,0,0,0,0,0,1.25527056729443e-06,0,0.476556431028743,8.32316058151149e-05,0.00699145488846965,0.449837289140609,0.00722533738534672,0.0344023970702475,126.222090877924,125.676949753041,153.148950995036,765.74475497518
"177",54043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.763342273797143,0,0.000848431769664459,0.373878787832129,0,0.0018063386063824,116.955785273147,122.558536281159,142.321645041206,711.608225206029
"178",54044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134479072907291,0,0.00337533753375338,0.609375,2.3579038706171e-06,0.0826395139513951,124.376767332039,127.903480135938,172.033821103338,860.169105516688
"179",54130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0840213831901257,0,0.00041982703126312,0.946414620310775,0.00110692832161993,0,126.717205763662,133.071015510022,136.360851720794,681.804258603972
"180",54900,0,0,0,0,0,0,0,0.019049219822394,0,0,0,0,0,0,0.0183768944168978,0,0.000896433873995014,0.863222267964569,0.021078280852244,0.00154074572092893,117.701407292993,122.054221688375,164.352701042037,821.763505210186
"181",54901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550774986638161,0,0.000400855157669695,0.563997888466565,0,0.0121592731159808,125.703469283223,123.001097729641,173.909346488657,869.546732443286
"182",55007,0,0,0,0,0.366395423442945,0.000485580007977386,0.0643843945353656,0.0364128463405787,3.96391843246846e-05,0.00127074847824176,0,0,0,0.00106029744133486,0.00393426155863724,0.000558051284913084,0.00452021540779598,0.343685008049305,0.612528095806701,0.0374731437819136,103.748554964438,101.008956216013,161.740580963046,808.702904815228
"183",55018,149,0,0,0,0.243973420688568,0.00113151226961924,0.0911300357953062,0.521369947865586,0.000118010482107528,0.113924272691988,0,0,0,0,0,0,0.110204924379291,0.113928658358752,0.563584037034571,0.000258091157796934,121.408716601453,117.978527534108,236.744444968474,1183.72222484237
"184",55022,219,0,0,0,0.0152548672167704,3.14458562827611e-05,0.240827936737274,0.602038632350581,1.20945601087543e-05,0.139656588017914,0,0,0,0.000615335223928514,0,0,0.00561827813152122,0.00961926887139843,0.561390042742761,0.00157846861790358,121.204427503915,108.782789594448,249.644098652211,1248.22049326105
"185",55027,0,0,0,0,0.0734974532081119,8.60912985176644e-05,0.0403108210501256,0.000595947556615018,0,5.6772142425822e-05,0,0,0,0.237811453544469,0.0040297406209206,0,0.128071967762075,0.0024529989331261,0.928073701535792,0.000510812191384301,118.272337960212,120.487132919014,139.880131624984,699.400658124919
"186",55028,0,0,0,0,0.287074659357067,0.00738845566068051,0.106428767154444,0.245037135205279,8.83082349882133e-05,0.00274070726653635,0,0,0,0.417101521300975,0,0,0.00303707998564289,0.0265721164163385,0.89104660116993,0.0152958392004197,127.811575184732,117.361828075703,178.315335312407,891.576676562037
"187",55029,0,0,0,0,0,0,0.000124330903427607,0,0,0.00135481489721751,0,0,0,0.0254811532218587,0,0,0,0.00456614612993699,0.973099809359281,0,123.239183649563,156.029984375714,76.1118084449877,380.559042224938
"188",55045,10,0,0,0,0.6044817335165,0.0114674191893279,0.0592999598730016,0.0303138276003837,9.23550538737814e-05,0.0449061278493211,0,0,0,0.0142250239824585,0.0129094148280115,0,0.0125531040153488,0.0551870604960928,0.812687875310632,0.0101685624229135,106.79852936371,106.077565106076,135.953664201305,679.768321006525
"189",55101,293,0,0,0.000747323343151601,0,3.37077704837908e-05,0.220162458330778,0.402334152334152,0.00945502962070331,0.23747743035916,0,9.38108304603767e-05,0,0.00532350532350532,0,0,0,0.0395903454091624,0.837082259395056,0,103.924257306352,107.672104056803,179.089551401903,895.447757009517
"190",55114,17,0,0,0,0.260505767458269,0.0019899527818471,0,0.000368378398290724,0,0,0,0,0,0.000319261278518628,0.265257005329207,0,0.351261082050149,0.381989236960163,0.296440516277036,0.00385569390210958,106.068578139638,108.150747434223,84.2115822692006,421.057911346003
"191",55121,0,0,0,0,0.50052962039002,0.0148080060557904,0.0573563965037952,0.00217608356160877,0.000399644551434254,0.0936074945053499,0,0,0,0.00176646783236476,0,0,0.000230408847699752,0.214008123384222,0.585170407978013,0,114.603120628639,108.269197478547,156.867403600151,784.337018000756
"192",55130,0,0,0,0,0,0,0,0,0,0.00168196820861648,0,0,0,0.0305113323173697,0,0,0,0.041822030288534,0.904190807214019,0,127.111727394202,149.16115632694,144.665825732021,723.329128660105
"193",55903,335,0.000157166806370495,0,1.87876028344967e-05,0,0,0.306920910822985,0.291308675607712,0.0413546924573463,0.25227180959233,0,0.00651269180671601,0,0.0102944258172674,0,0.00115255658005029,0,0.0100085894885217,0.924356690375885,0.00235750209555742,103.681538465513,104.103130418328,181.858020251902,909.290101259512
"194",55906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00763226865585669,0,0.00190086691051525,0.138397657541622,0.807277172188362,0.0105699720630166,118.975508083243,124.595227244932,67.4633315841958,337.316657920979
"195",55907,44,0,0,0.00242933424279599,0,0.0807235521922736,0.0374198917807313,0.264312736443884,0.421319010039129,0.0214102430558103,0,0.0145560037153436,0,0,0.000914249684741488,0.000788146279949559,0.00141866330390921,0.0887431724453612,0.827885041205785,0.000977301387137453,106.342850698147,106.68464690202,134.863592348852,674.31796174426
"196",60002,8,0,0,0,0.00899939989864012,0.00174538459252295,0,0.0911147733303539,0,0,0.00157220857632244,0,0,0.483925030027094,0,0,0,0.037543963665243,0.670795597815986,0,122.322779085724,114.029095117206,100.69017318024,503.450865901199
"197",60003,0,0,0.140144922590406,0,0.000202658130209917,6.40803139935386e-05,0,0,0,0.00915985040838978,0,0,0,0.0133695963355282,0.148353850558259,0,0.00961923847695391,0.113233351783356,0.0940708281060616,0,141.821717386846,122.53249677529,179.74400965124,898.7200482562
"198",60004,0,0,0.020561720654,0,0,0,0,0,0,0.0046100484638498,0,0,0,0,0.0713564173073685,0,0.0549694146697346,0.0596385537691587,0.00340938112913744,0,128.672181286402,114.739268663799,287.914544696174,1439.57272348087
"199",60008,11,0,0,0,0.00251809602672644,0.00468184134065904,0,0.0380073434553935,0,0,0.00271848974163548,0,0,0.363674704773246,0,0,0,0.0194214106538432,0.674663737321686,0,120.164120170819,124.608386167477,93.6047847131205,468.023923565603
"200",60009,0,0,0.000512826356995521,0,0.000385247226918601,0.000609820154299873,0,0,0,0.0304507746024143,0,0,0,0.000251973794725349,0.000895906825690128,0,0,0.0522721646334073,0.280316712577912,0,136.090083398386,108.483468670216,118.408048553369,592.040242766846
"201",60051,0,0,0,0,0.142396957463273,0.0245789364942111,0,0,0,0,6.98507754600256e-06,0,0,0.0112024353120244,0,0,0.00240487062404871,0.287761492253621,0.372594513920095,9.1324200913242e-05,112.912909827133,136.681434139525,92.6906191158738,463.453095579369
"202",60052,28,0,6.86072723708713e-05,0,0.00359441106410211,0.000693048089330251,0,0.0338735617963627,0,0,1.85760239259188e-05,0,0,0.354002226895954,0.00116293455400223,0,0,0.0254538615829193,0.546299191633359,0,125.826836443443,115.685681427473,116.240710286939,581.203551434695
"203",60057,0,0,0,0,0.00698102817702252,0.00119345462572895,0,0.0318039244292071,0,0,0,0,0,0.192720110876067,0,0,0,0.0340191757542258,0.115523402066773,0,122.774469380078,105.809564293131,142.616972984977,713.084864924884
"204",60107,0,0,0.000715827619761316,0,2.56193477314068e-05,0,0,0,0,0,0,0,0,0.0210352482538307,0,0,0,0.0136992325299382,0.0222896534744876,0,132.558547387688,110.401358414747,144.574905339733,722.874526698664
"205",60153,44,0,0.0184424240463325,0,0,0,0,0.493904591241074,0,0,0.0106158676275949,0,0,0.0807743476962342,0,0,0.000217208329939453,0.10702072913998,0.276300572951249,0,124.486058311789,135.249137546842,231.272045156214,1156.36022578107
"206",60201,43,0,0.000834677305265541,0,0.00282066508313539,0.00122484078656356,0,0.110777444110777,0,0,0.000648793653568775,0,0,0.124457791124458,0.00423757090423757,3.33667000333667e-05,0.0714381047714381,0.0162324492368893,0.164010937978058,3.33667000333667e-05,131.105247419393,110.478780884416,151.680701463389,758.403507316944
"207",64033,0,0,0,0,0,0,0,0.00072223894071622,0.00495189292497555,0,0,0,0,0,0.112428528438158,0,0.00731266927475173,0.58352000072502,0.0051998029880151,0.00896780018055974,135.400106445761,138.059821643671,139.349307855485,696.746539277425
"208",69003,0,0,0,0,0,0,0,0,0,0.00140684244933537,0,0,0,0,0,0,0,0.0636862061451297,0.00134402104021427,0,125.039540177919,127.185855696065,1450.62611365783,7253.13056828913
"209",69013,0,8.8519075860848e-05,0,0.000147358144760957,0,0,0,0.0103862382343395,0.0592805641570418,0.0495961599480294,0,0.0105239321128909,0,0.000177038151721696,0,0,0,0.0233664816516314,0.183700347212629,0,118.615175524911,126.08192492033,332.045925970736,1660.22962985368
"210",69014,43,0.025693507994606,0,8.46163238812972e-05,0,0,0,0.0105952610287035,0.106982077037787,0.0149831432927484,0,0.0169103661436044,0,0,0.000939125409362358,0.0195771527643999,0.0821373531111539,0.0655701370930386,0.212398754961837,0.0195771527643999,120.867116961741,124.76496507617,585.968029902411,2929.84014951206
"211",69015,18,0.109054873680692,0,0.000976258405500711,0,0.000879519786862261,0.00315495577381103,0.0174554658770715,0.40898836560961,0.0879160263996091,0,0.0068241521657548,0,0,2.38788862887435e-05,0.00599360045847462,0.198935001671522,0.0882648615551277,0.558521852197844,0.00618463154878456,116.866890137531,121.428600152205,292.458417066242,1462.29208533121
"212",69021,407,0,0,0.0016762967888147,0,2.91970027949495e-05,2.10707696918049e-05,0.283890008229518,0.229013327104639,0.00358863954667292,0,0.000121156315878747,0,0,0.0980447799313261,0,0,0.246251561459105,0.598127745053052,0.00017026589857828,109.776532437695,112.510747581688,149.995985407796,749.979927038982
"213",69022,500,0,0,0.00782510303468192,0,0,5.42430544480932e-06,0.288065534345408,0.36900825385565,0.0741866889986947,0,0.217690145468721,0,0.000175359486948244,0,0.0129014479683351,0,0.0849535974632088,0.889719530862671,0.0129014479683351,111.079487350457,115.660610565076,150.238431074009,751.192155370043
"214",69029,8,0,0,0.000128312575931809,0,0,0,0,0.000124632060497868,0.000143461544480904,0,0.0899460156697879,0,0,0,0.00302245250431779,0,0.114352762373776,0.153135374640238,0.00302245250431779,110.666240072519,110.412110643384,503.023361704384,2515.11680852192
"215",69041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061715937602269,0,0.275089996727392,0.121183041490555,0,0,125.0094466356,127.53284768913,1118.84919332239,5594.24596661195
"216",69043,0,0,0,0,0,0,0,0,0,0.00270201190345784,0,0,0,0,0.205426601732971,0,0.0194801087850231,0.0691741418272254,0.0642345656816358,0,126.024815820226,121.018536811728,1282.8732707516,6414.36635375799
"217",69046,0,0.00612843058886224,0,0,0,0.00298644066789294,0,0.0292210675903721,0.0815105149455755,0.00114703353264003,0,0.000349790125924445,0,8.88178346211919e-05,0.49083696006158,0.020990614915475,0.0697220001776357,0.0581938609841548,0.215332494897004,0.020990614915475,127.907249197529,159.095558358314,446.934016220882,2234.67008110441
"218",69048,0,0.0375101050929669,0,0.000381053500855306,0,0,0,0.00226354082457559,0.140822891472053,0.0467726763111531,0,0.00463876715842059,0,0,0.00525464834276475,0.000619779035300458,0.0187819994610617,0.0653247400703372,0.226676104524273,0.000619779035300458,118.465705153929,126.707843537329,321.788388778547,1608.94194389274
"219",69052,0,0.000296612683158332,0,0,0,0,0,0.000207628878210832,0,0.00010949662458994,0,0,0,0,0,0,0,0.0220052893933975,0.000231098332340411,0,135.89968008025,131.983828794152,1034.63619153644,5173.18095768218
"220",69061,223,0,0,0.0224743166892571,0,0.000605868125961938,0.0115065126407214,0.102438772079551,0.389206752497985,0.13766873539611,0,0.0431585711426435,0,0,0.000879302764631339,0.00698269842501358,0.00607753381436367,0.157891681921686,0.7704960770548,0.0107068042516875,107.555110801756,115.657327264435,170.318046669332,851.590233346661
